Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Chalet,6000000,1,1,72.0,No,Ground,Marassi,Cash,Ready to move,Finished,North Coast
Standalone Villa,48000000,4,5,500.0,Yes,Unknown,Unknown,Cash,Ready to move,Finished,North Coast
Standalone Villa,9000000,5,5,360.0,Yes,Ground,Hacienda Bay,Cash,Ready to move,Finished,North Coast
Chalet,5000000,2,2,150.0,Unknown,2,La Vista Bay East,Unknown Payment,Ready to move,Finished,North Coast
Chalet,6686000,2,2,100.0,No,2,Marassi,Installment,soon,Finished,North Coast
Chalet,7500000,3,3,152.0,Unknown,1,Marassi,Unknown Payment,Ready to move,Finished,North Coast
Chalet,4000000,3,2,140.0,Yes,Unknown,Amwaj,Cash,Ready to move,Finished,North Coast
Chalet,8250000,3,2,141.0,Yes,Ground,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,4921134,3,3,204.0,No,2,Marassi,Installment,2024,Finished,North Coast
Chalet,8971663,3,3,209.0,No,1,Marassi,Installment,Ready to move,Finished,North Coast
Chalet,13000000,5,6,205.0,No,1,Hacienda White,Cash or Installment,Unknown,Semi Finished,North Coast
Chalet,13000000,4,4,290.0,Yes,Unknown,Hacienda White,Cash,Ready to move,Finished,North Coast
Town House,9600000,6,6,505.0,Yes,Unknown,Hacienda Bay,Cash,Ready to move,Finished,North Coast
Chalet,334000,3,2,108.0,Unknown,Ground,Mountain View North Coast,Cash,Unknown,Finished,North Coast
Chalet,4500000,4,4,363.0,Yes,Highest,Hacienda Bay,Unknown Payment,Ready to move,Finished,North Coast
Chalet,461000,3,2,130.0,Unknown,1,Bianchi,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,2360000,2,2,103.0,No,1,Baymount,Installment,2024,Finished,Ain Sukhna
Chalet,535000,2,2,110.0,No,1,Mountain View North Coast,Installment,Unknown,Finished,North Coast
Chalet,5200000,3,3,126.0,No,Unknown,Unknown,Installment,Unknown,Finished,Sahl Hasheesh
Chalet,2250000,3,3,216.0,No,1,La Luna Beach,Cash,Ready to move,Unknown ,Ain Sukhna
Chalet,2982000,3,2,150.0,No,2,Carnelia,Installment,2025,Finished,Ain Sukhna
Chalet,2400000,2,2,89.0,Yes,Ground,Jefaira,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,2450000,3,2,125.0,No,1,Mountain View North Coast,Installment,Unknown,Finished,North Coast
Chalet,377000,3,2,132.0,No,Ground,Unknown,Cash or Installment,2023,Finished,North Coast
Chalet,2200000,1,1,75.0,No,2,The Groove,Installment,2024,Finished,Ain Sukhna
Town House,11000000,4,4,380.0,No,Ground,Unknown,Cash,Unknown,Semi Finished,6th of October
Chalet,3500000,3,2,111.0,Yes,1,Jefaira,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,440000,3,2,125.0,No,2,Unknown,Cash or Installment,2024,Finished,North Coast
Chalet,440000,3,2,125.0,Unknown,Ground,Bianchi,Cash or Installment,Unknown,Finished,North Coast
Chalet,2700000,3,2,112.0,Yes,1,Jefaira,Cash or Installment,Unknown,Unknown ,North Coast
Town House,4900000,3,3,165.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,3400000,2,2,112.0,No,Unknown,Unknown,Installment,Unknown,Finished,Hurghada
Chalet,2860000,3,2,88.0,No,2,Unknown,Installment,2025,Core & Shell,North Coast
Chalet,3500000,2,2,106.0,No,2,Unknown,Installment,2026,Finished,North Coast
Chalet,4500000,3,3,235.0,Yes,Highest,Hacienda Bay,Unknown Payment,Ready to move,Finished,North Coast
Studio,800000,1,1,45.0,Unknown,Unknown,Pali North Coast,Unknown Payment,Unknown,Finished,North Coast
Chalet,2250000,3,2,120.0,No,Ground,IL Monte Galala,Installment,soon,Finished,Ain Sukhna
Town House,4800000,3,3,180.0,Unknown,Ground,Unknown,Installment,2024,Finished,North Coast
Chalet,1839000,2,1,88.0,Unknown,Unknown,Unknown,Installment,Unknown,Finished,North Coast
Chalet,5310000,4,3,190.0,No,2,June Sodic,Cash or Installment,Unknown,Finished,North Coast
Chalet,2009000,1,1,81.0,Unknown,5,Unknown,Installment,2023,Finished,Alamein
Chalet,500000,3,2,160.0,No,Ground,Unknown,Cash or Installment,Unknown,Finished,North Coast
Standalone Villa,9000000,6,5,205.0,No,Unknown,Mountain View North Coast,Installment,Unknown,Finished,North Coast
Chalet,1700000,1,1,65.0,No,1,Unknown,Cash or Installment,Unknown,Finished,North Coast
Chalet,430000,3,2,135.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Finished,North Coast
Chalet,2000000,2,2,89.0,Unknown,1,Jefaira,Unknown Payment,Unknown,Finished,North Coast
Town House,4000000,3,3,165.0,Unknown,Ground,Cali Coast,Cash or Installment,Unknown,Unknown ,North Coast
Penthouse,1400000,3,2,215.0,No,2,Nice,Cash,Ready to move,Unknown ,North Coast
Penthouse,3000000,3,3,180.0,No,1,Jefaira,Installment,soon,Semi Finished,North Coast
Town House,3960000,3,3,165.0,Unknown,Ground,Cali Coast,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,800000,2,1,70.0,No,1,Unknown,Installment,Ready to move,Finished,North Coast
Chalet,5500000,4,3,365.0,Yes,2,Hacienda Bay,Cash,Ready to move,Finished,North Coast
Chalet,2250000,2,1,85.0,Yes,1,Amwaj,Cash,Ready to move,Finished,North Coast
Chalet,280000,3,2,127.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Finished,North Coast
Chalet,3970000,3,3,148.0,No,1,June Sodic,Cash or Installment,Unknown,Finished,North Coast
Chalet,4343000,3,2,120.0,Yes,Ground,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Town House,5400000,4,4,226.0,Unknown,Unknown,Unknown,Installment,Unknown,Finished,North Coast
Chalet,372000,3,2,155.0,No,Ground,Mountain View North Coast,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,270000,2,1,125.0,No,1,Unknown,Unknown Payment,Unknown,Finished,North Coast
Chalet,630000,3,1,150.0,Unknown,1,La Vista 6,Unknown Payment,Ready to move,Finished,Ain Sukhna
Chalet,280000,2,1,85.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,382000,2,2,85.0,No,3,Bianchi,Cash or Installment,Unknown,Finished,North Coast
Chalet,620000,3,1,140.0,Unknown,Ground,La Vista Topaz of Ain Sokhna,Cash or Installment,Ready to move,Unknown ,Ain Sukhna
Chalet,610000,3,2,140.0,Unknown,Ground,La Vista 6,Cash or Installment,soon,Finished,Ain Sukhna
Chalet,620000,3,2,117.0,Unknown,10+,Unknown,Cash or Installment,soon,Finished,North Coast
Duplex,1300000,4,2,210.0,Yes,Highest,North Edge Towers,Cash or Installment,soon,Finished,North Coast
Chalet,400000,2,1,92.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Finished,North Coast
Chalet,6800000,1,1,83.0,Yes,Ground,Marassi,Unknown Payment,Ready to move,Finished,North Coast
Twin house,4370000,3,3,155.0,Unknown,Unknown,Mountain View North Coast,Installment,Unknown,Semi Finished,North Coast
Chalet,600000,2,2,92.0,No,Ground,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,2600000,3,2,125.0,No,Unknown,Pali North Coast,Installment,Unknown,Finished,North Coast
Chalet,2148000,2,1,72.0,Yes,Ground,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,3500000,3,2,140.0,Unknown,4,Porto Marina,Unknown Payment,Unknown,Unknown ,Alamein
Chalet,600000,2,2,92.0,No,Ground,Mountain View North Coast,Installment,2025,Finished,North Coast
Chalet,3000000,3,2,120.0,Unknown,1,Unknown,Installment,2025,Finished,Ain Sukhna
Chalet,2354000,2,1,85.0,Yes,Ground,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,2700000,2,2,125.0,No,Unknown,Jefaira,Installment,Unknown,Finished,North Coast
Chalet,900000,2,1,100.0,Unknown,Ground,Unknown,Cash or Installment,Ready to move,Finished,Ain Sukhna
Chalet,3200000,2,2,92.0,No,Unknown,Mountain View North Coast,Installment,Unknown,Finished,North Coast
Twin house,3650000,2,2,180.0,Unknown,Ground,Unknown,Installment,2024,Finished,North Coast
Chalet,2548000,2,2,100.0,Yes,1,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,7500000,4,4,400.0,Unknown,Ground,Hacienda Bay,Cash,Ready to move,Finished,North Coast
Standalone Villa,11250000,5,3,464.0,No,Ground,Unknown,Cash or Installment,Ready to move,Finished,North Coast
Duplex,4300000,3,2,180.0,Yes,1,Amwaj,Cash,Ready to move,Finished,Alamein
Town House,4100000,4,4,169.0,No,Ground,Jefaira,Installment,Unknown,Finished,North Coast
Town House,650000,3,1,170.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Semi Finished,North Coast
Chalet,3578000,2,2,120.0,Yes,1,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,550000,3,2,155.0,No,Ground,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,4800000,3,2,125.0,No,Ground,Unknown,Cash or Installment,Ready to move,Finished,Ain Sukhna
Town House,550000,3,2,150.0,No,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,295000,3,3,112.0,Unknown,Ground,IL Monte Galala,Cash or Installment,Unknown,Finished,Ain Sukhna
Chalet,4200000,3,3,150.0,No,1,La Vista Bay North Coast,Cash or Installment,Ready to move,Finished,North Coast
Chalet,2700000,2,1,105.0,No,1,Amwaj,Cash,Ready to move,Finished,North Coast
Twin house,3060000,3,2,102.0,Unknown,Ground,Golf Porto Marina,Cash or Installment,Unknown,Finished,North Coast
Chalet,4500000,3,3,237.0,No,1,Hacienda Bay,Cash,Ready to move,Finished,North Coast
Town House,4900000,3,3,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,1757000,1,1,70.0,Unknown,1,Cali Coast,Unknown Payment,Unknown,Finished,North Coast
Chalet,3000000,2,2,95.0,Yes,2,Mountain View North Coast,Cash,Ready to move,Finished,North Coast
Chalet,800000,1,1,45.0,No,Unknown,Pali North Coast,Installment,Unknown,Finished,North Coast
Chalet,17000000,3,3,198.0,Unknown,2,Marassi,Unknown Payment,Ready to move,Unknown ,North Coast
Town House,17401893,4,4,148.0,No,Unknown,Marassi,Cash,Unknown,Finished,North Coast
Chalet,7700000,3,3,140.0,Unknown,1,Marassi,Cash,Unknown,Finished,North Coast
Chalet,4627000,3,2,145.0,Yes,1,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Town House,4900000,4,2,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Town House,4900000,4,2,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,1300000,3,2,150.0,Unknown,Ground,Azha,Cash or Installment,Ready to move,Finished,Ain Sukhna
Twin house,3060000,3,2,102.0,Unknown,Ground,Golf Porto Marina,Cash or Installment,Unknown,Finished,North Coast
Chalet,8200000,2,2,135.0,Unknown,4,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,13000000,3,3,204.0,No,Unknown,Marassi,Installment,Ready to move,Unknown ,North Coast
Chalet,8000000,2,1,110.0,Yes,Ground,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,385000,2,2,100.0,Unknown,1,Unknown,Unknown Payment,Unknown,Unknown ,North Coast
Chalet,6150000,2,2,128.0,No,Unknown,Marassi,Installment,soon,Finished,North Coast
Studio,1311000,1,1,57.0,Unknown,1,Sea View,Cash or Installment,Unknown,Finished,North Coast
Chalet,7000000,2,2,120.0,Yes,Unknown,Marassi,Unknown Payment,Ready to move,Finished,North Coast
Chalet,7790000,2,2,183.0,Unknown,Unknown,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,5637500,1,1,77.0,Unknown,1,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,2200000,1,1,72.0,Unknown,1,Sea View,Unknown Payment,Ready to move,Unknown ,North Coast
Twin house,15700000,4,4,210.0,No,Unknown,Marassi,Installment,Unknown,Finished,North Coast
Chalet,2800000,2,2,93.0,No,Unknown,Bianchi,Installment,Unknown,Finished,North Coast
Chalet,6300000,3,3,121.0,No,2,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,248000,2,2,95.0,Yes,Ground,La Vento,Cash or Installment,Unknown,Finished,Ras Sedr
Penthouse,645000,3,2,142.0,Unknown,2,Unknown,Unknown Payment,Unknown,Unknown ,North Coast
Standalone Villa,7802000,4,4,220.0,No,Unknown,La Vista Bay East,Installment,Ready to move,Finished,Ain Sukhna
Town House,420000,3,2,145.0,No,Unknown,Mountain View North Coast,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,2300000,2,1,100.0,No,Ground,Blue Blue,Installment,Ready to move,Finished,Ain Sukhna
Chalet,485000,3,2,125.0,Unknown,1,Unknown,Unknown Payment,Unknown,Unknown ,North Coast
Chalet,2000000,3,2,120.0,No,1,Lasirena North Coast,Cash,Ready to move,Finished,North Coast
Chalet,3100000,3,2,120.0,No,Ground,Sea View,Cash or Installment,Ready to move,Finished,North Coast
Town House,4900000,3,3,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,2709400,2,1,92.0,No,1,Bianchi,Cash or Installment,Unknown,Finished,North Coast
Chalet,2200000,1,1,72.0,Unknown,1,Sea View,Unknown Payment,Ready to move,Finished,North Coast
Chalet,320000,2,2,120.0,No,2,IL Monte Galala,Cash or Installment,Unknown,Finished,Ain Sukhna
Chalet,235000,3,2,135.0,No,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Town House,4900000,4,2,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,345000,3,2,120.0,No,Ground,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,12122017,2,1,134.0,No,3,Marassi,Installment,2024,Finished,North Coast
Town House,4900000,3,3,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,5900000,3,2,155.0,Yes,Ground,La Vista Bay North Coast,Cash,Ready to move,Finished,North Coast
Chalet,235000,3,2,135.0,No,2,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,2330000,2,2,105.0,Yes,1,Sea View,Cash or Installment,Unknown,Unknown ,North Coast
Twin house,5000000,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Finished,North Coast
Chalet,180000,2,2,100.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,Ain Sukhna
Chalet,4400000,1,1,86.0,No,1,Marassi,Unknown Payment,2027,Finished,North Coast
Chalet,3300000,3,2,130.0,No,Unknown,Unknown,Installment,Unknown,Finished,North Coast
Town House,4900000,3,3,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Penthouse,19500000,4,3,337.0,No,1,Marassi,Cash,Ready to move,Finished,North Coast
Twin house,3935886,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Semi Finished,North Coast
Chalet,2300000,2,2,93.0,Unknown,1,Gaia,Unknown Payment,Unknown,Finished,North Coast
Chalet,12000000,2,1,131.0,No,2,Marassi,Unknown Payment,2024,Unknown ,North Coast
Twin house,3225007,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Semi Finished,North Coast
Chalet,3000000,3,2,120.0,No,2,Sea View,Installment,Ready to move,Finished,North Coast
Chalet,282000,2,1,90.0,No,Unknown,Unknown,Cash or Installment,Unknown,Finished,Ain Sukhna
Town House,4900000,4,2,170.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Standalone Villa,1400000,4,4,225.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Chalet,2300000,2,2,91.0,Unknown,1,Gaia,Unknown Payment,Unknown,Finished,North Coast
Chalet,2420000,2,2,100.0,No,Ground,Sea View,Cash or Installment,Ready to move,Finished,North Coast
Chalet,2600000,2,2,105.0,No,Unknown,Sea View,Installment,Unknown,Finished,North Coast
Twin house,4483680,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Semi Finished,North Coast
Chalet,3100000,2,1,270.0,Unknown,Ground,Crystal Lagoon,Cash or Installment,soon,Finished,North Coast
Chalet,485000,2,2,120.0,Unknown,Ground,Unknown,Unknown Payment,Unknown,Unknown ,North Coast
Chalet,3850000,2,2,90.0,Unknown,1,Fouka Bay,Installment,2025,Finished,North Coast
Town House,500000,4,3,170.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Semi Finished,North Coast
Town House,5423000,3,3,170.0,Unknown,Unknown,Mountain View North Coast,Cash or Installment,2026,Unknown ,North Coast
Twin house,790000,5,5,357.0,No,Ground,Unknown,Cash or Installment,Ready to move,Finished,North Coast
Chalet,2584500,2,2,92.0,No,Ground,Mountain View North Coast,Cash,2023,Finished,North Coast
Chalet,330000,2,2,103.0,No,Ground,Gaia,Cash or Installment,Unknown,Finished,North Coast
Chalet,3400000,2,1,125.0,Unknown,1,Mountain View North Coast,Cash or Installment,2026,Unknown ,North Coast
Chalet,3050000,3,2,124.0,No,3,Unknown,Cash or Installment,2024,Core & Shell,North Coast
Chalet,1000000,2,1,100.0,Unknown,Ground,Unknown,Cash or Installment,Unknown,Unknown ,Ain Sukhna
Chalet,2000000,2,2,72.0,No,Ground,Sea View,Cash or Installment,Ready to move,Finished,North Coast
Chalet,2151000,3,2,108.0,No,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Twin house,3461006,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Semi Finished,North Coast
Town House,5500000,4,4,230.0,No,Unknown,Bo Island North Coast,Cash,Ready to move,Semi Finished,North Coast
Chalet,1900000,2,2,90.0,No,1,Unknown,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,8171100,4,4,205.0,No,Ground,Hacienda West,Cash or Installment,Unknown,Semi Finished,North Coast
Twin house,3474798,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Semi Finished,North Coast
Chalet,250000,2,1,92.0,No,1,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,3535000,3,2,115.0,No,Unknown,Amwaj,Cash or Installment,Unknown,Finished,North Coast
Chalet,1940000,2,2,85.0,No,2,Sea View,Cash or Installment,Ready to move,Finished,North Coast
Twin house,3605251,3,3,155.0,No,Ground,Mountain View North Coast,Cash,Ready to move,Semi Finished,North Coast
Chalet,2799000,2,1,85.0,Unknown,Ground,Mountain View North Coast,Cash or Installment,Unknown,Finished,North Coast
Chalet,600000,2,2,92.0,No,Ground,Mountain View North Coast,Installment,2024,Unknown ,North Coast
Chalet,3300000,1,1,256.0,Unknown,Unknown,Azha,Installment,Unknown,Finished,North Coast
Chalet,27675000,4,4,429.0,No,3,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,7175000,3,3,152.0,Unknown,1,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,10762500,3,3,171.0,No,1,Marassi,Installment,Ready to move,Finished,North Coast
Chalet,13837500,3,3,167.0,No,2,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,15000000,3,3,167.0,No,2,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,15375000,3,3,195.0,Unknown,Ground,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,5372271,1,1,66.0,Unknown,Unknown,Marassi,Installment,2023,Finished,North Coast
Chalet,4624634,1,1,66.0,Unknown,Unknown,Marassi,Unknown Payment,2023,Finished,North Coast
Penthouse,7495960,3,3,208.0,Unknown,Unknown,Marassi,Unknown Payment,Ready to move,Finished,North Coast
Chalet,10000000,3,3,140.0,Unknown,Unknown,Marassi,Cash,Ready to move,Finished,North Coast
Chalet,310000,2,1,100.0,No,1,IL Monte Galala,Cash or Installment,Unknown,Finished,Ain Sukhna
Chalet,2200000,2,1,85.0,Unknown,Ground,Unknown,Unknown Payment,Unknown,Finished,North Coast
Chalet,2772000,2,2,97.0,Unknown,Ground,Gaia,Cash or Installment,Unknown,Finished,North Coast
Chalet,2300000,2,2,91.0,Unknown,Ground,Gaia,Cash or Installment,Unknown,Finished,North Coast
Chalet,3280000,3,3,142.0,No,2,Jefaira,Cash or Installment,Unknown,Finished,North Coast
Standalone Villa,750000,3,3,225.0,No,Unknown,Bianchi,Cash or Installment,Unknown,Finished,North Coast
Chalet,200000,2,1,100.0,No,1,Blue Blue,Cash or Installment,Unknown,Finished,Ain Sukhna
Chalet,840000,1,1,40.0,Unknown,Ground,Porto Golf Marina,Cash or Installment,Unknown,Finished,North Coast
Chalet,1950000,1,1,70.0,Yes,1,Unknown,Unknown Payment,Unknown,Finished,North Coast
Penthouse,3100000,2,2,95.0,Yes,2,Mountain View North Coast,Cash,Ready to move,Finished,North Coast
Standalone Villa,6000000,6,4,245.0,No,Ground,Mountain View North Coast,Cash,Unknown,Semi Finished,North Coast
Chalet,2680000,3,2,125.0,No,1,Jefaira,Cash or Installment,Unknown,Finished,North Coast
Penthouse,3100000,3,2,103.0,No,Unknown,Cali Coast,Installment,Unknown,Finished,North Coast
Chalet,1200000,3,2,180.0,Yes,1,Al Hayah,Cash,Unknown,Unknown ,Ain Sukhna
Chalet,1260000,2,1,92.0,No,1,Malibu,Installment,Ready to move,Finished,Ain Sukhna
Chalet,95000,2,1,110.0,No,Ground,Unknown,Unknown Payment,Unknown,Unknown ,Alamein
Chalet,2200000,2,2,200.0,Unknown,2,Blue Blue,Installment,Ready to move,Finished,Ain Sukhna
Chalet,1450000,2,1,68.0,No,Unknown,Porto Golf Marina,Installment,Unknown,Finished,North Coast
Chalet,1800000,2,2,101.0,Unknown,1,Cali Coast,Installment,2026,Finished,North Coast
Chalet,1980000,2,2,89.0,No,1,Jefaira,Cash or Installment,Unknown,Finished,North Coast
Chalet,2600000,2,2,92.0,No,Unknown,Bianchi,Installment,Unknown,Finished,North Coast
Standalone Villa,27000000,5,5,396.0,Yes,Ground,Marassi,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Chalet,1550000,2,1,75.0,Yes,2,Piacera,Cash,Ready to move,Finished,Ain Sukhna
Chalet,1850000,2,2,110.0,Yes,1,Blumar North Coast,Cash,Ready to move,Finished,North Coast
Chalet,2900000,3,2,160.0,No,Ground,Laguna bay,Installment,Ready to move,Finished,Ain Sukhna
Chalet,1100000,2,1,77.0,Unknown,Unknown,Dolphin Beach,Cash,Ready to move,Finished,Ain Sukhna
